Zeitstempel,Welche der folgenden Entwicklungsumgebungen hast du im letzten Jahr benutzt?,Welche der folgenden Entwicklungsumgebungen hast du am Anfang deines Studiums (1./2. Semester) genutzt?,Welche IDE nutzt du am meisten?,Welche IDE findest du am besten?,Warum findest du diese IDE am besten?,Welchen konsolenbasierten Editor nutzt du am meisten?,Welchen konsolenbasierten Editor findest du am besten?,Warum findest du diesen Editor am besten?,Welchen Editor mit GUI nutzt du am meisten?,Welchen Editor mit GUI findest du am besten?,Warum findest du diesen Editor mit GUI am besten?,Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [IntelliJ],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Eclipse],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Xcode],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Vim],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Atom],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Microsoft Visual Studio],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Netbeans],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [PyCharm],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Code::Blocks],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Sublime],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Gedit],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [IntelliJ],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Eclipse],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Xcode],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Vim],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Atom],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Microsoft Visual Studio],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Netbeans],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [PyCharm],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Code::Blocks],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Sublime],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Gedit],"Was sind Features, die dir in einer Entwicklungsumgebung am wichtigsten sind?"
03.06.2019 20:38:53,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,"Funktionsreichtum (Entwicklung für alle Platformen möglich, Integration in viele größere Softwareprojekte,...)",Nano,Nano,,Visual Studio Code,Visual Studio Code,,Mittelmäßig,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Mittelmäßig,,,,,,"C/C++, C#",Java/Kotlin,,,"JavaScript, PHP, Python, Bash/Konsolen-Scripts",,"Codevervollständigung, Codegenerierung, Debugger, Syntax-Highlighting, Integrationsmöglichkeiten für erweiterten Funktionsumfang (z.B. Sprachen)"
03.06.2019 20:54:43,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,Eclipse,,Keinen,Keinen,,Visual Studio Code,Visual Studio Code,"Aufgeräumt, schnell, mächtig",Nicht einschätzbar,Mittelmäßig,Gut,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,Java/Kotlin,,,,C#,,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
03.06.2019 21:12:02,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,,Nano,Keinen,,Atom,Atom,,Sehr gut,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Gut,"Java/Kotlin, JavaScript, C#",,,,,,,,,Bash/Konsolen-Scripts,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
03.06.2019 21:37:57,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,"Workflow, Look-and-Feel, Syntax-Highlighting, Integration von Plugins/Tools/Frameworks",Nano,Nano,"Einfach, schnell, intuitiv",Gedit,Gedit,"Vorinstalliert, einfach, ausreichen für die meisten Dinge",Sehr gut,Schlecht,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Gut,"C/C++, JavaScript, Python",,,,,,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting, Workflow"
03.06.2019 21:38:41,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,Gutes Design und läuft mit weniger Problemen als Eclipse,Nano,Nano,Habe mir nie Gedanken gemacht und Nano ist von Haus aus auf dem Mac,Atom,Notepad++,Stabil und bietet sehr viele Funktionen,Sehr gut,Mittelmäßig,,,Gut,Sehr gut,,,,,,Java/Kotlin,,,,"Java/Kotlin, PHP",C#,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 22:05:22,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,"Umfangreiche Features
Einfache Bedienung",Keinen,Keinen,,Notepad++,Notepad++,"Gute Lösung, für mal eben schnell kleine Programme schreiben, bzw eben schnell Code ansehen. Gutes Syntaxhighlighting für viele Sprachen. ",Sehr gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr schlecht,Java/Kotlin,Java/Kotlin,,,,C/C++,,,,,"C/C++, Java/Kotlin","Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.), Bediensprache umstellbar auf deutsch (leider bei IntelliJ nicht dabei; intuitive Bedienung"
03.06.2019 22:27:59,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Pycharm,Netbeans,Übersichtlich ,Vim,Nano,Einfache Handhabung  ,Notepad++,Notepad++,"Viele Sprachen unterstützt, Vorschläge bei Eingabe ",Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Gut,Sehr gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,,C/C++,,"C/C++, Bash/Konsolen-Scripts",,C/C++,"C/C++, Java/Kotlin, JavaScript, PHP",,,,Bash/Konsolen-Scripts,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 23:14:16,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Qt Creator,Eclipse,geringstes übel,Nano,Nano,intuitiv,Notepad++,Keinen,,Nicht einschätzbar,Gut,Sehr schlecht,Sehr schlecht,Mittelmäßig,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,"C/C++, Python",,,,,,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting, schnelle Suche (mit regex); schnelles indizieren"
04.06.2019 00:47:36,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Xcode,Xcode,"Läuft am besten, ist sehr übersichtlich und bei iOS Apps hat man sowieso keine andere Möglichkeit ",Keinen,Keinen,,Atom,Atom,Am übersichtlichsten und Git Support ist sehr schön umgesetzt ,Sehr gut,Schlecht,Sehr gut,Nicht einschätzbar,Gut,Gut,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Java/Kotlin,,,,"Java/Kotlin, JavaScript","Java/Kotlin, JavaScript",,,,,,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
04.06.2019 05:01:40,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",Xcode,Xcode,Als iOS Entwickler ist die Auswahl recht eingeschränkt. Zusätzlich funktioniert Xcode aber auch relativ zuverlässig.,Nano,Nano,-,Atom,Atom,-,Sehr gut,Gut,Sehr gut,Schlecht,Gut,Mittelmäßig,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Mittelmäßig,Java/Kotlin,,,,,,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
04.06.2019 07:03:44,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Microsoft Visual Studio,IntelliJ,"Beste Codevervollständigung, Einfachste Installation, Guter Debugger",Keinen,Keinen,,Notepad++,Visual Studio Code,"Umfangreiche Sprachunterstützung, Erweiterbarkeit, Gute Codevervollständigung, Gutes Design, Guter Debugger",Sehr gut,Mittelmäßig,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Gut,Gut,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Schlecht,"C/C++, Java/Kotlin, Python",Java/Kotlin,,Bash/Konsolen-Scripts,,"C/C++, Python",C/C++,,C/C++,,"Python, Bash/Konsolen-Scripts","Codevervollständigung, Debugger, Syntax-Highlighting"
04.06.2019 07:05:53,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Eclipse,Eclipse,Weil ich die kenne. Viele Funktionalitäten. Hilfreiche Tastenkürzel. Relativ intuitiv.,Keinen,Keinen,"Finde ich unintuitiv, entweder du kennst die Befehle auswendig oder du musst jedes mal Googlen, mega nervig.",Notepad++,Notepad++,leichtgewichtig,Nicht einschätzbar,Gut,Nicht einschätzbar,Sehr schlecht,Gut,Schlecht,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,,"C/C++, Java/Kotlin",,,,,,,,,Bash/Konsolen-Scripts,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
04.06.2019 07:06:24,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,IntelliJ,Gute Unterstützung beim Programmieren,Nano,Nano,Er ist am einfachsten zu bedienen,Atom,Gedit,Er ist einfach hat aber alles was man braucht,Sehr gut,Gut,Nicht einschätzbar,Schlecht,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Gut,Java/Kotlin,Java/Kotlin,,,JavaScript,,,,,,Bash/Konsolen-Scripts,"Codevervollständigung, Debugger, Syntax-Highlighting"
04.06.2019 07:38:14,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",qtcreator,Keine,,Nano,Vim,simpel,Visual Studio Code,Visual Studio Code,hat integriertes terminal,,Mittelmäßig,,Sehr gut,Gut,Sehr gut,,,,,Sehr gut,,"Java/Kotlin, JavaScript",,"C/C++, Bash/Konsolen-Scripts",,"C/C++, Python, Bash/Konsolen-Scripts",,,,,"C/C++, Python, Bash/Konsolen-Scripts","Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
04.06.2019 08:04:45,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,Für c# konkurrenzlos. ,Keinen,Keinen,,Notepad++,Notepad++,Funktionsumfang entspricht dem Einsatzzweck. Für mehr nehme ich eine IDE. ,Gut,Gut,Nicht einschätzbar,Mittelmäßig,Mittelmäßig,Sehr gut,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Java/Kotlin,Java/Kotlin,,,,"C/C++, C#",,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.), Sprung zu Codedefinition, Suchen per RegEx"
04.06.2019 08:16:42,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",IntelliJ,IntelliJ,Intellij IDEA Ultimate ist für Studenten kostenlos und umfasst alle Aspekte der Full-Stack-Entwicklung,Nano,Nano,Kaum andere probiert und nano war damals bei ubuntu bereits vorinstalliert,Notepad++,Visual Studio Code,"Kann sehr viel, nutze jedoch für schnelle Bearbeitung von Textdateien notepad++",Sehr gut,Schlecht,Mittelmäßig,Mittelmäßig,Gut,Nicht einschätzbar,Sehr schlecht,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Gut,"Java/Kotlin, JavaScript",,,,,,,,,,,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
04.06.2019 08:18:59,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",IntelliJ,IntelliJ,Sehr viele Möglichkeiten. Und guter vim Support ,Vim,Vim,"Vim ist wohl objektiv der beste, schnellste Editor. ",Gedit,Visual Studio Code,Fast schon ide,Gut,,,Sehr gut,,,,,,,Gut,Java/Kotlin,,,Java/Kotlin,,,,,,,Java/Kotlin,"Codevervollständigung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
04.06.2019 08:45:21,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Eclipse,Kenne nicht alle,,Keinen,Keinen,,Sublime,Kenne nicht alle,,,Sehr gut,,,,,Mittelmäßig,,,Gut,,,Java/Kotlin,,,,,,,,,,"Debugger, Syntax-Highlighting"
04.06.2019 08:59:17,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,Eclipse,,Nano,Nano,,Atom,Atom,,Gut,Gut,,Sehr schlecht,Gut,,,,,,Mittelmäßig,Java/Kotlin,Java/Kotlin,,,Bash/Konsolen-Scripts,,,,,,Java/Kotlin,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
04.06.2019 09:38:25,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",IntelliJ,IntelliJ,,Keinen,Keinen,,Notepad++,Notepad++,,Sehr gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Schlecht,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,"C/C++, Python",Java/Kotlin,,,,,C/C++,,,,,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
04.06.2019 10:14:16,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",Eclipse,Eclipse,Eclipse hat bereits standardmäßig einen sehr großen Funktionsumfang. Desweiteren is das Extensionpointsystem zum Programmieren von Plugins sehr einfach zu verstehen und einsetzbar.,Keinen,Keinen,,Notepad++,Visual Studio Code,übersichtlich und gutes Erweiterungssystem bzgl installieren von addons,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Gut,Mittelmäßig,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,,"C/C++, Java/Kotlin",,,,"C/C++, JavaScript, PHP, Python",Java/Kotlin,,,,"PHP, Python","Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
04.06.2019 10:19:44,"Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Keine,Keine,Leicht und viele sehr gute und einfache Erweiterungen,Keinen,Keinen,,Visual Studio Code,Visual Studio Code,Leicht und viele einfach und gute Erweiterungen,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,,,,,,,,,,,"Codevervollständigung, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
04.06.2019 10:22:00,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,,Nano,Nano,,Notepad++,Notepad++,,Nicht einschätzbar,Gut,Nicht einschätzbar,Schlecht,Sehr gut,Sehr gut,Sehr schlecht,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,Java/Kotlin,,,C/C++,C#,Java/Kotlin,,,,,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Geringer Verbrauch (Speicher, Leistung, etc.)"
04.06.2019 10:33:42,"Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Atom mit IDE-Plugins,Atom mit IDE-Plugins,einfaches Hinzufügen von Funktionalitäten,Keinen,Keinen,,Atom,Atom,,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Nicht einschätzbar,Gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,,,,Python,C#,,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
04.06.2019 10:36:38,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Eclipse,Microsoft Visual Studio,Schnell und komfortabel,Vim,Vim,,Visual Studio Code,Visual Studio Code,,Nicht einschätzbar,Sehr gut,Sehr gut,Sehr gut,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,Java/Kotlin,,"Python, Bash/Konsolen-Scripts",,Python,,,,,,"Debugger, Geringer Verbrauch (Speicher, Leistung, etc.)"
04.06.2019 11:02:05,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",IntelliJ,IntelliJ,Funktionsumfang,Nano,Vim,Funktionsumfang,Sublime,Sublime,Am besten durchdacht,Sehr gut,Gut,Mittelmäßig,Gut,Nicht einschätzbar,Mittelmäßig,Schlecht,Sehr gut,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,,Java/Kotlin,C/C++,,,,,,,"JavaScript, Python, Bash/Konsolen-Scripts",,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
04.06.2019 12:46:10,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",IntelliJ,IntelliJ,"intuitiv, viele Funktionen, Plugins",Vim,Vim,"minimalistisch, schnell, funktional, gut veränderbar",Gedit,Gedit,spartanisch,Sehr gut,Mittelmäßig,Nicht einschätzbar,Sehr gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Gut,Mittelmäßig,Sehr gut,Java/Kotlin,Java/Kotlin,,"Python, Bash/Konsolen-Scripts","Java/Kotlin, Python",,,,C/C++,,"Python, Bash/Konsolen-Scripts","Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting, intuitives UI"
04.06.2019 14:02:53,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Keine,Keine,Verschiedene Sprachen funktionieren unterschiedlich gut für versch. IDEs,Vim,Keinen,"Vim hat die beste Unterstützung, ist aber selber umständlich",Visual Studio Code,Visual Studio Code,"Funktioniert sehr gut mit versch. Sprachen, Vor allem Python",Gut,Mittelmäßig,Nicht einschätzbar,Mittelmäßig,Gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,"C/C++, Java/Kotlin",,,,JavaScript,"C#, Python",,,,,Bash/Konsolen-Scripts,"Codevervollständigung, Debugger, Syntax-Highlighting"
04.06.2019 14:45:09,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,Keine,,Vim,Emacs,Man kann mit diesem Editor fast alles machen,Visual Studio Code,Visual Studio Code,"vim Keybindings, intelliSense, einfach zu nutzen",Sehr gut,Mittelmäßig,Nicht einschätzbar,Gut,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Java/Kotlin,,,"C/C++, Bash/Konsolen-Scripts",,C#,,,,,,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
04.06.2019 15:34:43,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Editoren mit GUI (Sublime, Atom, Gedit, etc.)",AndroidStudio,Keine,,Keinen,Keinen,,Sublime,Sublime,Für Mac ,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,,,,,,,,,,Java/Kotlin,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger"
04.06.2019 16:03:41,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,Durch AndroidStudio bereits früh Erfahrungen mit IntelliJ gesammelt.,Vim,Vim,,Notepad++,Notepad++,"Schlank und sehr machtvoll, nicht überladen, übersichtlich, gute Codehervorhebung",Sehr gut,Mittelmäßig,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,"Java/Kotlin, JavaScript, PHP, Python",Java/Kotlin,,Java/Kotlin,,,,,,,,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
04.06.2019 17:17:07,"Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",vim mit vielen plugins ist eine ide,spacemacs/vim,"Flexibilität, minimalistisch, läuft überall, keybindings werden von vielen tools verwendet",Vim,Vim,"minimalitisch, schnell, erweiterbar, kann alles",Gedit,Keinen,,Mittelmäßig,Sehr schlecht,Nicht einschätzbar,Sehr gut,Gut,Nicht einschätzbar,Mittelmäßig,Mittelmäßig,Mittelmäßig,Nicht einschätzbar,Gut,,,,"C/C++, Java/Kotlin, PHP, Python, Bash/Konsolen-Scripts",,,,,,,,"Codevervollständigung, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
